bg,bg_effect,bgm,zoom,character1,character2,face,popup,who_talk,talk,sound_effect,voice,sfx,talk_en,
,,,,,,,,risa,ผู้ใหญ่เองก็ปัญหาของผู้ใหญ่เหมือนกัน เพราะฉะนั้นเลิกหาเรื่องปวดหัวให้ฉันเพิ่มได้ไหม,,risa_2_4_034,,Adults have their own adult troubles too. So could you quit giving me additional headaches?,
,,,,,,sad,,risa,เห้อ ไม่แปลกใจเลยว่าทำไมเธอถึงยังหาแฟนไม่ได้,,risa_2_4_035,,No wonder you still can't find a boyfriend.,
,,,,,,,,yuma,มันเกี่ยวอะไรกันครับ,,,,What's that got to do with anything?,
,,,,,,ah,,risa,เกี่ยวสิ รู้หรือเปล่าว่ามีแต่คนอิจฉาเธอ เพราะในสภานักเรียนมีแต่คนน่ารักๆ ทั้งนั้นเลย,,risa_2_4_036,,"It's related. Do you know how many people are jealous of you? The student council is full of cute girls, after all.",
,,,,,,,,,ตอนแรกผมนึกว่าครูริสะกำลังแซวผมเล่น แต่จากการแสดงออก,,,,"At first I thought Ms. Risa was just teasing me. But based on her behavior,",
,,,,,,,,,ครูริสะกำลังแสดงความห่วงใยแบบเดียวกับครูที่เป็นห่วงนักเรียน,,,,Ms. Risa was expressing concern the same way a teacher worries about her students.,
,,,,,,,,yuma,ผมเข้าใจที่ครูพูดนะครับ แต่จู่ๆ จะให้ไปจีบใครสักคนเลยนี่มันก็แปลกๆ นะครับ,,,,I understand what you're saying. But suddenly telling me to go hit on someone is kind of weird.,
,,,,,,question,,risa,ถ้างั้นนายเกลียดเรกะกับอากาเนะงั้นเหรอ?,,risa_2_4_037,,So you hate Rega and Akane then?,
,,,,,,,,yuma,ก็ไม่ได้เกลียดนะครับ,,,,I don't hate them.,
,,,,,,ah,,risa,ถ้างั้นก็ชอบทั้งคู่เลยนะสิ นายนี่ไม่เลวเหมือนกันนะ,,risa_2_4_038,,Then that means you like them both! You're not half-bad.,
,,,,,,,,yuma,เดี๋ยวสิครับ การที่บอกว่าไม่ได้เกลียดไม่ได้หมายความว่าชอบนะครับ,,,,Wait a minute. Saying I don't hate them doesn't mean I like them!,
,,,,,,angry,,risa,น่ารำคาญจังนะนายเนี่ย ไม่มีความกระตือรือร้นเลยรึไงนะเธอเนี่ย,,risa_2_4_039,,You're so annoying. Do you have no get-up-and-go?,
,,,,,,,,risa,หยุดอ้างนู่นอ้างนี้แล้วทำให้พวกเธอหันมามองนายให้ได้ซะสิ,,risa_2_4_040,,Quit making excuses and do something to get them to notice you.,
,,,,,,serious,,risa,แสดงความต้องการของนายออกมาให้เห็นหน่อย โชว์มุมเท่ๆให้เห็นจนตกหลุมรักแล้วก็จัดการรวบหัวรวบหางซะเลย,,risa_2_4_041,,"Show off your cool side until they fall for you, then make your move.",
,,,,,,,,yuma,นี่คือคำแนะนำจากครูต่อลูกศิษย์จริงๆเหรอครับเนี่ย,,,,Is this really advice from a teacher to her student?,
,,,,,,,,risa,ก็จริงน่ะสิ แนะนำอย่างจริงจังเลยด้วย,,risa_2_4_042,,Of course it is. I'm dead serious about this advice.,
,,,,,,,,yuma,ในฐานะมนุษย์แล้วจะให้ไปฝืนความรู้สึกกันไม่ได้หรอกนะครับ พวกผมไม่ใช่พืชดอกนะครับจะได้ง่ายขนาดนั้น,,,,"As human beings, we can't force feelings that aren't there. We're not plants, it's not that easy.",
,,,,,,,,yuma,เผลอๆถ้าผมทำแบบที่ครูบอกอาจจะโดนมองว่าเป็นพวกหื่นกระหายแล้วโดนเกลียดก็ได้นะครับ,,,,"If anything, if I did what you said, they might think I'm some horny creep and end up hating me.",
,,,,,,normal,,risa,เรื่องนั้นมันก็ขึ้นอยู่กับระดับความชอบก่อนจะจีบ ยังไงนายก็สนิทกันทั้งสองคนอยู่แล้วนี่ ไม่เห็นมีปัญหาตรงไหน,,risa_2_4_043,,"That depends on how much they liked you in the first place. You're already close with both of them, so I don't see the problem.",
,,,,,,,,yuma,แต่ถ้าพูดอย่างนั้นมองกลับกัน ทั้งสองคนก็ไม่มีเหตุผลอะไรที่ต้องมาชอบผมนี่,,,,"But by that logic, they have no reason to like me either.",
,,,,,,,,risa,ฉันว่านายอย่าพยายามใช้เหตุผลเด็กๆ ของนายทำความเข้าใจจิตใจอันซับซ้อนของผู้หญิงเลย,,risa_2_4_044,,"I'm telling you, don't try to apply your childish logic to the complex hearts of women.",
,,,,,,angry,,risa,ความรักมันไม่เกี่ยวกับเหตุผลหรือจังหวะอะไรทั้งนั้น นี่แหละนิสัยเสียของพวกเวอร์จิ้นที่คิดว่าความรักมันต้องการของแบบนั้น,,risa_2_4_045,,"Love isn't about logic or timing. That's the bad habit of virgins, thinking love needs to be a certain way.",
,,,,,,,,risa,ลองคิดดูดีๆ สิ ถ้าเกิดเธอบอกว่าชอบใครซักคนด้วยเหตุผลบางอย่างมันโหดร้ายเกินไปไหม?,,risa_2_4_046,,"Think about it. If someone said they like you for some specific reason, wouldn't that be too cruel?",
,,,,,,,,risa,เช่น ฉันบอกว่าฉันชอบเธอเพราะคิดเลขเก่ง แต่ถ้าวันนึงเธอเกิดไม่เก่งขึ้นมาฉันก็เลยไม่ชอบเธอแล้ว เธอคิดว่าไง,,risa_2_4_047,,"Like if I said I like you because you're good at math, but if one day you weren't good anymore, I'd stop liking you. What do you think?",
,,,,,,,,yuma,แบบนั้นมันก็ดูโหดร้ายจริงๆนั่นแหละครับ,,,,"When you put it that way, it does sound really harsh.",
,,,,,,smile,,risa,ใช่ไหมล่ะ ก็เพราะมนุษย์เรามันมีหลายด้าน การจะชอบใครซักคนเราต้องชอบในตัวคนคนนั้น ไม่ได้ชอบเพราะมีเหตุผลแอบแฝง,,risa_2_4_048,,"Right? Because humans have many sides to them. To like someone, you have to like them as a whole person, not for some ulterior motive.",
,,,,,,,,yuma,ก็จริงของครูนะครับ แต่ว่าผมก็ไม่ได้ชอบสองคนนั้นอยู่ดี,,,,"You've got a point. But the thing is, I don't actually like those two.",
,,,,,,,,risa,เรื่องมากจริง ถ้าอย่างงั้นเดี๋ยวครูช่วยเลือกให้ก็แล้วกัน,,risa_2_4_049,,"So picky. Fine then, I'll choose for you.",
,,,,,,ah,,risa,อากาเนะที่ดูจริงจังก็อาจจะเหมาะกับผู้ชายเหลวไหลแบบนายก็ได้นะ,,risa_2_4_050,,"Akane seems serious, she might be a good match for a hopeless guy like you.",
,,,,,,,,yuma,ผมว่าอากาเนะนี่ออกจะเข้มงวดเกินไป ขืนคบจริงๆ ล่ะก็ได้กลายเป็นพ่อบ้านใจกล้าแน่,,,,"I think Akane is a bit too strict. If we dated for real, I'd end up being a househusband.",
,,,,,,smile,,risa,งั้นเรกะล่ะ เป็นเพื่อนสมัยเด็กไม่ใช่รึไง?,,risa_2_4_051,,"What about Rega then? You're childhood friends, right?",
,,,,,,,,yuma,ถึงเรกะจะเป็นเพื่อนสมัยเด็ก แต่ผมว่าเรกะอาจจะเกินเอื้อมไปหน่อยสำหรับผมตอนนี้,,,,"Even if we're childhood friends, I feel like Rega is a bit out of my league right now.",
,,,,,,angry,,risa,นายเนี่ยเรื่องมากจังนะคนนั่นก็ไม่เอา คนนี่ก็ไม่เอา,,risa_2_4_052,,"You're so hard to please. You don't want this one, you don't want that one.",
,,,,,,ah,,risa,หรือว่า…,,risa_2_4_053,,Or maybe...,
,,,1,,,angry,,risa,นี่นายเล็งคาสึมะเอาไว้งั้นหรอ,,risa_2_4_054,,You have your eye on Kasuma?,
,,,,,,,,yuma,เดี๋ยวสิทำไมถึงพูดแบบสาววายอย่างนั้นละครับ!?,,,,"Wait, why are you talking like a BL fangirl all of a sudden?!",
,,,,,,serious,,risa,เอาเลยฉันจะช่วยเธอเอง ยูมะ,,risa_2_4_055,,"That's it, I'll help you out myself, Yuma.",
,,,,,,,,risa,ให้ครูช่วยสร้างสถานการณ์ที่ทำให้อยู่ตามลำพังสองคนดีไหม อย่างเช่นจับคู่ทำเวรด้วยกันทุกวัน,,risa_2_4_056,,Want me to set up some situations to get you two alone together? Like assigning you cleaning duties together every day.,
,,,,,,,,,ครูริสะเริ่มขยับเข้าใกล้ผมเข้ามาเรื่อยๆ,,,,Ms. Risa started inching closer and closer to me.,
,,,,,,,,,เดี๋ยวสิ ทำไมพอพูดเรื่องชายรักชายแล้วอาจารย์ถึงได้ดูตื่นเต้นขนาดนี้ล่ะ,,,,"Hold on, why do you look so excited as soon as we start talking about guys liking guys?",
,,,,hide risa,,,,,เห็นทีผมคงต้องรีบหนีก่อนที่จะเกินเลยไปยิ่งกว่านี้แล้ว,,,,I better run away before this goes any further.,
,,,,,,,,,………,,,,.......,
,,,,,,,,,[หลังจากที่เลือกช้อยส์ครบ 4 คน],,,,[After selecting all 4 choices],
life_shoppingmallbuilding_night_lighton,,MusMus-BGM-cp04,,,,,,,หลังจากที่ผมออกมาจากประตูเพียงไม่นานเรกะก็เดินออกมา,,,,"Shortly after I exited, Rega came out too.",
,,,,reika,,,,reika,นี่นายดักรอฉันอยู่หรอ เป็นสโตกเกอร์รึไง,,reika_2_4_035,,"Were you waiting here to ambush me? What are you, a stalker?",
,,,,,,,,yuma,เดี๋ยวสิเธอไม่คิดว่าฉันเป็นสุภาพบุรุษที่ไม่สามารถทนเห็นผู้หญิงเดินกลับบ้านคนเดียวได้บ้างเหรอ,,,,"Hey now, don't you think I'm enough of a gentleman to not let a girl walk home alone?",
,,,,,,,,reika,นายเนี่ยนะ,,reika_2_4_036,,"You, a gentleman?",
,,,,,,,,reika,ไม่ใช่ว่านายกลัวถูกดักตีเลยรอให้ฉันกลับบ้านด้วยรึไง,,reika_2_4_037,,"More like you were scared of getting beat up, so you waited for me to walk home with you.",
,,,,,,,,yuma,เอาน่า ไหนๆบ้านพวกเราสองคนก็กลับทางเดียวกันนี่นา,,,,"Oh come on, we're heading the same way home anyway.",
,,,,,,,,yuma,กลับด้วยกันก็ไม่เห็นเป็นไรนี่จะได้ไม่เหงาด้วย,,,,Walking back together isn't a big deal. Plus it's less lonely.,
,,,,,,,,reika,ฉันไม่เหงาหรอกปกติเวลาเดินกลับบ้านฉันชอบฟังเพลงไปด้วย,,reika_2_4_038,,I don't get lonely. I usually listen to music when I walk home.,
,,,,,,,,,นี่ผมคิดถูกจริงๆแล้วใช่ไหมเนี่ยที่รอกลับบ้านพร้อมเรกะ,,,,"I made the right call waiting to walk home with Rega, didn't I.",
住宅街２（夜・照明ON）,,MusMus-BGM-139,1,reika,,normal_2,,yuma,นี่ เรกะ เธอคิดยังไงกับเรื่องการยกเลิกจำหน่ายน้ำอัดลมเหรอ,,,,"Hey Rega, what do you think about the school banning soda sales?",download BG ในห้อง #source
,,,,,,cold_2,,reika,อย่าบอกนะว่านายเสียใจที่ไม่มีน้ำอัดลมขายแล้ว,,reika_2_4_039,,Don't tell me you're sad they don't sell soda anymore.,
,,,,,,,,yuma,ไม่ใช่สักหน่อย แค่บังเอิญเห็นตู้กดน้ำตรงนั้นเลยคิดถึงเรื่องผลโหวตขึ้นมาต่างหาก,,,,"Nothing like that. I just happened to see a vending machine and it made me think of the voting results, that's all.",
,,,,,,ah,,reika,อ๋อ เหตุการณ์สมัยก่อนที่นายร้องไห้เพราะหยอดเหรียญแล้วกดน้ำไม่ได้นะเหรอ,,reika_2_4_040,,"Oh, you mean that time when we were kids and you cried because you put in coins but the button didn't work?",
,,,,,,,,yuma,หนวกหูน่า เธอเป็นคนแก่หรือไง เอาแต่พูดถึงเรื่องในอดีต,,,,"Shut up. What are you, an old geezer? Always bringing up stuff from the past.",
,,,,,,smile,,reika,ลองคิดดูแล้วตอนเด็กก็สนุกดีนะ,,reika_2_4_041,,"Come to think of it, we had a lot of fun as kids.",
,,,,,,,,yuma,แล้วตอนนี้ชีวิตไม่สนุกเหรอ,,,,And life isn't fun now?,
,,,,,,angry_2,,reika,ไม่ใช่แบบนั้นสักหน่อย แต่พอโตขึ้น ความรับผิดชอบยิ่งมากขึ้น เอาแต่เล่นสนุกทั้งวันเหมือนเมื่อก่อนไม่ได้แล้ว,,reika_2_4_042,,"That's not it. But as you get older, you have more responsibilities. You can't just play around all day like before.",
,,,,,,,,yuma,เห ไม่อยากเชื่อเลยว่าเด็กที่นอนไม่หลับถ้าไม่ได้กอดตุ๊กตากระต่ายจะโตมาเป็นประธานนักเรียนที่ทุกคนชื่นชมได้,,,,Huh. Hard to believe the kid who couldn't sleep without hugging his stuffed rabbit grew up to be a student council president admired by everyone.,
,,,,,,chito,,reika,ว่าแต่คนอื่น นายก็กลัวการพูดต่อหน้าที่สาธารณะตั้งแต่เด็กเลยนี่,,reika_2_4_043,,"Speaking of, you've always been scared of public speaking, even as a kid.",
,,,,hide reika,,,,yuma,เงียบไปเลย ถ้าฉันไม่กลัว ป่านนี้ได้เป็นประธานนักเรียนไปแล้ว ไม่มาเป็นเหรัญญิกให้เธอหรอก,,,,"Quiet, you. If I wasn't scared, I'd be student council president by now instead of being treasurer for you.",
,,,,,,,,,คงไม่ใช่เรื่องแปลกที่คนเราจะมีบาดแผลในใจซักอย่างหรือสองอย่าง,,,,I guess it's not unusual for people to have a wound or two in their hearts.,
,,,,,,,,,ทั้งปมปัญหาใหญ่หลวง ทั้งความชอกช้ำในจิตใจ ทั้งความทรงจำเลวร้ายที่อยากลืม,,,,"Major issues, emotional scars, painful memories they want to forget.",
,,,,,,,,,ผมกลัวการพูดต่อหน้าที่สาธารณะตั้งแต่เด็ก,,,,I've been afraid of public speaking since I was little.,
,,,,,,,,,ด้วยเหตุนี้จึงเลือกรับตำแหน่งเหรัญญิกที่เน้นการอ่านและคำนวณข้อมูล ไม่ต้องออกไปพูดต่อหน้าคนจำนวนมาก,,,,That's why I chose the treasurer role that focuses on reading and calculating data. I don't have to go up and talk in front of a crowd.,
,,,,,,,,,,,,,,
home_yuumahouse_night,,MusMus-BGM-139,,reika,,normal_2,,,หลังจากที่เราสองคนคุยกันถึงเรื่องในอดีต รู้ตัวอีกทีผมก็มาหยุดอยู่หน้าบ้านของตัวเองแล้ว,,,,"After chatting about the past for a while, before I knew it, I had stopped in front of my own house.",
,,,,,,,,yuma,ถึงบ้านแล้วเหรอเนี่ยฉันยังรู้สึกยังมีเรื่องอยากคุยกับเธออีกหลายเรื่องเลย,,,,We're home already? I feel like there's still so much I want to talk with you about.,
,,,,,,hee_2,,reika,งั้นเหรอ ส่วนฉันกำลังดีใจที่จะได้หลุดพ้นจากเรื่องแก๊งนักเลงของนายซักที,,reika_2_4_044,,Is that so? Well I'm just glad to finally escape your delinquent gang stories.,
,,,,,,,,yuma,แก๊งนักเลงที่ไหนกัน แก๊งราชามังกรทมิฬ ผู้ปกป้องเมืองแห่งนี้ต่างหากต่างหาก,,,,"What delinquent gang? The Dark Dragon Kings who protect this town, that's who!",
,,,,,,bored_2,,reika,ทั้งๆที่เวลามีเรื่องทีไรก็ร้องไห้กลับมาให้ฉันทำแผลให้ทุกครั้งแท้ๆ,,reika_2_4_045,,"Even though every time you got in trouble, you came crying to me to patch you up.",
,,,,,,,,yuma,มะ..ไม่ใช่ซักหน่อย,,,,Th-that's not true at all!,
,,,,,,smile,,reika,ถ้างั้นฉันไปก่อนแล้วนะท่านหัวหน้าแก๊ง,,reika_2_4_046,,"In that case, I'll be going now, Mr. Gang Leader.",
,,,,hide reika,,,,yuma,อื้ม ไว้เจอกันใหม่นะเรกะ,,,,"Yeah. See you later, Rega.",
,,,,,,,,,หลังจากโบกมือลาเรกะก็เดินหายลับไปจากสายตาของผม,,,,"After waving goodbye, Rega walked off and disappeared from my sight.",
,,,,,,,,,ป่านนี้ยูโนะคงรอผมอยู่แน่นอนรีบเดินเข้าบ้านดีกว่า,,,,Yuno must be waiting for me by now. I better hurry inside.,
